001A,001A,10,10,0.8289454579353333
002A,002A,5,5,0.6350082755088806
003A,003A,8,8,0.5982616543769836
004A,004A,5,5,0.6574135422706604
005A,005A,10,10,0.7415692210197449
006A,006A,5,5,0.6163568496704102
007A,007A,10,10,0.7287414073944092
008A,008A,5,5,0.9238156676292419
009A,009A,7,7,0.8244677782058716
010A,010A,7,7,0.6596445441246033
011A,011A,8,8,0.562571108341217
012A,012A,5,5,0.8029158115386963
013A,013A,10,10,0.6612045764923096
014A,014A,5,5,0.5637173652648926
015A,015A,5,5,0.8872630000114441
016A,016A,7,7,0.721873939037323
017A,017A,7,7,0.8055148124694824
018A,018A,5,5,0.6759839057922363
019A,019A,5,5,0.7400655746459961
020A,020A,5,5,0.5655730962753296
021A,021A,10,10,0.7993872165679932
022A,022A,5,5,0.47991466522216797
023A,023A,7,7,0.45191630721092224
024A,024A,10,10,0.741604208946228
025A,025A,5,5,0.7838063836097717
026A,026A,5,5,0.7292814254760742
027A,027A,5,5,0.8872835040092468
028A,028A,5,5,0.8340853452682495
029A,029A,7,7,0.8545652031898499
030A,030A,7,7,0.7034408450126648
031A,031A,5,5,0.8275954723358154
032A,032A,5,5,0.8271132707595825
033A,033A,5,5,0.43982523679733276
034A,034A,7,7,0.7995162606239319
035A,035A,5,5,0.823891818523407
036A,036A,7,7,0.6847792267799377
037A,037A,5,5,0.6515659093856812
038A,038A,10,10,0.6759092807769775
039A,039A,5,5,0.7129824757575989
040A,040A,3,3,0.9606184363365173
041A,041A,5,5,0.6095780730247498
042A,042A,5,5,0.826884925365448
043A,043A,7,7,0.7984692454338074
044A,044A,5,5,0.7909327149391174
045A,045A,5,5,0.7241369485855103
047A,047A,5,5,0.8610789179801941
048A,048A,9,9,0.6392412781715393
049A,049A,10,5,0.6507710218429565
051A,051A,5,5,0.6820579171180725
053A,053A,5,5,0.8257683515548706
054A,054A,6,5,0.17153945565223694
055A,055A,5,5,0.5682679414749146
056A,056A,5,5,0.8445049524307251
057A,057A,7,7,0.2083939164876938
058A,058A,5,5,0.7523483633995056
059A,059A,6,3,0.620096743106842
060A,060A,10,10,0.736371636390686
061A,061A,5,5,0.8003770709037781
062A,062A,3,3,0.9194672703742981
063A,063A,5,5,0.7423014640808105
064A,064A,5,5,0.7618973255157471
065A,065A,5,5,0.6046955585479736
066A,066A,7,7,0.6698512434959412
067A,067A,8,8,0.49205824732780457
068A,068A,7,7,0.5721688270568848
069A,069A,11,11,0.6324800848960876
070A,070A,5,5,0.7481868863105774
071A,071A,10,10,0.8614630103111267
072A,072A,6,6,0.9327176809310913
073A,073A,7,7,0.7565150260925293
074A,074A,3,3,0.8546160459518433
075A,075A,5,5,0.6993195414543152
076A,076A,5,5,0.5312100052833557
077A,077A,5,5,0.7689444422721863
078A,078A,7,7,0.4557133615016937
079A,079A,11,10,0.6298854351043701
080A,080A,7,7,0.7197867035865784
081A,081A,5,5,0.7801427841186523
082A,082A,8,8,0.8918988108634949
083A,083A,7,7,0.7260387539863586
084A,084A,7,7,0.7375860214233398
085A,085A,5,5,0.7139020562171936
086A,086A,5,5,0.8125095963478088
087A,087A,5,5,0.5338573455810547
089A,089A,7,7,0.8738982081413269
090A,090A,5,5,0.7638682126998901
091A,091A,5,5,0.7918339967727661
092A,092A,9,9,0.8959288001060486
093A,093A,6,6,0.9228741526603699
094A,094A,7,7,0.5406428575515747
095A,095A,5,5,0.7206277251243591
