172A,172A,10,10,0.9250376224517822
173A,173A,6,6,0.9709135890007019
174A,174A,5,5,0.9346955418586731
175A,175A,10,10,0.7652981877326965
176A,176A,5,5,0.8151472210884094
177A,177A,5,5,0.923251211643219
001A,002A,10,5,0.5645955801010132
001A,003A,10,8,0.5448739528656006
001A,005A,10,10,0.5250471830368042
001A,006A,10,18,0.5422749519348145
001A,007A,10,10,0.5220489501953125
001A,008A,10,5,0.5064183473587036
001A,009A,10,7,0.5210850238800049
001A,010A,10,7,0.2134915143251419
001A,011A,10,8,0.4893592298030853
001A,012A,10,5,0.4559729993343353
001A,014A,10,5,0.32382673025131226
001A,015A,10,5,0.36491674184799194
001A,016A,10,7,0.1836416870355606
001A,018A,10,5,0.5277441143989563
001A,019A,10,5,0.5390176773071289
001A,020A,10,5,0.6958503127098083
001A,021A,10,10,0.7363767623901367
001A,023A,10,7,0.573952317237854
001A,025A,10,5,0.7094293236732483
001A,026A,10,5,0.47791802883148193
001A,027A,10,5,0.48919832706451416
001A,028A,10,5,0.6414629220962524
001A,031A,10,5,0.7993366122245789
001A,033A,10,5,0.6181853413581848
001A,038A,10,10,0.8254339694976807
001A,040A,10,3,0.5578031539916992
001A,043A,10,7,0.4968684911727905
001A,044A,10,5,0.5828045606613159
001A,047A,10,5,0.318625271320343
001A,048A,10,9,0.4685663878917694
001A,049A,10,5,0.7175837755203247
001A,051A,10,5,0.4616745412349701
001A,055A,10,5,0.3844173848628998
001A,056A,10,5,0.7168542742729187
001A,057A,10,7,0.14448291063308716
001A,059A,10,3,0.44674837589263916
001A,060A,10,10,0.8116528391838074
001A,062A,10,3,0.37619152665138245
001A,063A,10,5,0.7341244220733643
001A,067A,10,8,0.4181239902973175
001A,070A,10,5,0.2513665556907654
001A,072A,10,6,0.27184751629829407
001A,081A,10,5,0.6816781759262085
001A,085A,10,5,0.7120380997657776
001A,095A,10,5,0.6850647330284119
001A,096A,10,10,0.5752795934677124
001A,097A,10,10,0.42801138758659363
001A,098A,10,5,0.32139307260513306
001A,102A,10,5,0.3910663425922394
001A,107A,10,5,0.5065805912017822
001A,110A,10,5,0.5147387981414795
001A,114A,10,5,0.4915320873260498
001A,115A,10,6,0.38975000381469727
001A,126A,10,5,0.5450945496559143
001A,128A,10,5,0.365188330411911
001A,130A,10,5,0.384827196598053
001A,133A,10,5,0.25595834851264954
001A,136A,10,5,0.7226503491401672
001A,144A,10,6,0.5103129148483276
001A,146A,10,10,0.6526165008544922
001A,157A,10,5,0.49908867478370667
001A,160A,10,5,0.5264080762863159
001A,163A,10,5,0.39815908670425415
001A,167A,10,11,0.3555193841457367
002A,003A,5,8,0.512287437915802
002A,005A,5,10,0.6228047013282776
002A,006A,5,18,0.5289676189422607
002A,007A,5,10,0.2170220911502838
002A,008A,5,5,0.8149147033691406
002A,009A,5,7,0.540028989315033
002A,010A,5,7,0.20050880312919617
002A,011A,5,8,0.48984724283218384
002A,012A,5,5,0.5525402426719666
002A,014A,5,5,0.46755585074424744
002A,015A,5,5,0.44677168130874634
002A,016A,5,7,0.10322944074869156
002A,018A,5,5,0.7315587401390076
002A,019A,5,5,0.6823806166648865
002A,020A,5,5,0.6947900056838989
002A,021A,5,10,0.5244805812835693
002A,023A,5,7,0.570887565612793
002A,025A,5,5,0.6941544413566589
002A,026A,5,5,0.8070616126060486
002A,027A,5,5,0.49970704317092896
002A,028A,5,5,0.6404657363891602
002A,031A,5,5,0.5743916630744934
002A,033A,5,5,0.6513892412185669
002A,038A,5,10,0.5368726849555969
002A,040A,5,3,0.5231862664222717
002A,043A,5,7,0.5616656541824341
002A,044A,5,5,0.7192533612251282
002A,047A,5,5,0.5570990443229675
002A,048A,5,9,0.4879080653190613
002A,049A,5,5,0.6011160016059875
002A,051A,5,5,0.6413431167602539
002A,055A,5,5,0.4174526035785675
002A,056A,5,5,0.5454889535903931
002A,057A,5,7,0.17399008572101593
002A,059A,5,3,0.47338250279426575
002A,060A,5,10,0.4654723107814789
002A,062A,5,3,0.3987443447113037
002A,063A,5,5,0.5476217269897461
002A,067A,5,8,0.3928608298301697
002A,070A,5,5,0.31624510884284973
002A,072A,5,6,0.25226882100105286
002A,081A,5,5,0.738598108291626
002A,085A,5,5,0.550676167011261
002A,095A,5,5,0.6528566479682922
002A,096A,5,10,0.23408332467079163
002A,097A,5,10,0.3882004916667938
002A,098A,5,5,0.36422157287597656
002A,102A,5,5,0.5664520263671875
002A,107A,5,5,0.5203037858009338
002A,110A,5,5,0.7711768746376038
002A,114A,5,5,0.6745551228523254
002A,115A,5,6,0.3721117079257965
002A,126A,5,5,0.5776087045669556
002A,128A,5,5,0.34386736154556274
002A,130A,5,5,0.6126136183738708
002A,133A,5,5,0.4252774119377136
002A,136A,5,5,0.6885403990745544
002A,144A,5,6,0.48313596844673157
002A,146A,5,10,0.6529455780982971
002A,157A,5,5,0.5343896150588989
002A,160A,5,5,0.755885899066925
002A,163A,5,5,0.4573574662208557
002A,167A,5,11,0.31877896189689636
003A,005A,8,10,0.4946460723876953
003A,006A,8,18,0.47196710109710693
003A,007A,8,10,0.1967681348323822
003A,008A,8,5,0.5060201287269592
003A,009A,8,7,0.5152432322502136
003A,010A,8,7,0.20767614245414734
003A,011A,8,8,0.8211238384246826
003A,012A,8,5,0.39771899580955505
003A,014A,8,5,0.29710227251052856
003A,015A,8,5,0.29821616411209106
003A,016A,8,7,0.15032958984375
003A,018A,8,5,0.45128926634788513
003A,019A,8,5,0.4731731414794922
003A,020A,8,5,0.49386221170425415
003A,021A,8,10,0.5209118723869324
003A,023A,8,7,0.5431926250457764
003A,025A,8,5,0.5361934900283813
003A,026A,8,5,0.4375278055667877
003A,027A,8,5,0.33729544281959534
003A,028A,8,5,0.41301074624061584
003A,031A,8,5,0.501774787902832
003A,033A,8,5,0.4653891324996948
003A,038A,8,10,0.48048219084739685
003A,040A,8,3,0.5484496355056763
003A,043A,8,7,0.5078971982002258
003A,044A,8,5,0.5109578371047974
003A,047A,8,5,0.3078543245792389
003A,048A,8,9,0.5036373138427734
003A,049A,8,5,0.5189999341964722
003A,051A,8,5,0.400567889213562
003A,055A,8,5,0.28702130913734436
003A,056A,8,5,0.4475041627883911
003A,057A,8,7,0.17057137191295624
003A,059A,8,3,0.4519839882850647
003A,060A,8,10,0.4256497323513031
003A,062A,8,3,0.3973641097545624
003A,063A,8,5,0.4631229639053345
003A,067A,8,8,0.7256085872650146
003A,070A,8,5,0.17785663902759552
003A,072A,8,6,0.253656804561615
003A,081A,8,5,0.5299626588821411
003A,085A,8,5,0.4538070261478424
003A,095A,8,5,0.46077588200569153
003A,096A,8,10,0.21762053668498993
003A,097A,8,10,0.295593798160553
003A,098A,8,5,0.2057233601808548
003A,102A,8,5,0.41478022933006287
003A,107A,8,5,0.33700424432754517
003A,110A,8,5,0.5093203783035278
003A,114A,8,5,0.36795175075531006
003A,115A,8,6,0.3570341169834137
003A,126A,8,5,0.3786822259426117
003A,128A,8,5,0.1878071129322052
003A,130A,8,5,0.3315035104751587
003A,133A,8,5,0.22490079700946808
003A,136A,8,5,0.5218486189842224
003A,144A,8,6,0.49016597867012024
003A,146A,8,10,0.4995808005332947
003A,157A,8,5,0.36524179577827454
003A,160A,8,5,0.45117121934890747
003A,163A,8,5,0.258173406124115
003A,167A,8,11,0.2895618677139282
005A,006A,10,18,0.556118369102478
005A,007A,10,10,0.34363794326782227
005A,008A,10,5,0.5102537870407104
005A,009A,10,7,0.5355541706085205
005A,010A,10,7,0.20786245167255402
005A,011A,10,8,0.4767296016216278
005A,012A,10,5,0.4077356457710266
005A,014A,10,5,0.3784492015838623
005A,015A,10,5,0.2748924195766449
005A,016A,10,7,0.14514127373695374
005A,018A,10,5,0.5531250834465027
005A,019A,10,5,0.48091742396354675
005A,020A,10,5,0.5325263738632202
005A,021A,10,10,0.5623236894607544
005A,023A,10,7,0.5512335300445557
005A,025A,10,5,0.5511296391487122
005A,026A,10,5,0.5368706583976746
005A,027A,10,5,0.34465491771698
005A,028A,10,5,0.41277876496315
005A,031A,10,5,0.5030006766319275
005A,033A,10,5,0.5534447431564331
005A,038A,10,10,0.5672600865364075
005A,040A,10,3,0.5329253077507019
005A,043A,10,7,0.5042800307273865
005A,044A,10,5,0.5881364345550537
005A,047A,10,5,0.45574110746383667
005A,048A,10,9,0.487286239862442
005A,049A,10,5,0.5686790347099304
005A,051A,10,5,0.45004716515541077
005A,055A,10,5,0.26043596863746643
005A,056A,10,5,0.48198091983795166
005A,057A,10,7,0.16245132684707642
005A,059A,10,3,0.39657190442085266
005A,060A,10,10,0.4914175271987915
005A,062A,10,3,0.3569246530532837
005A,063A,10,5,0.49047842621803284
005A,067A,10,8,0.3865470588207245
005A,070A,10,5,0.17925481498241425
005A,072A,10,6,0.1979198455810547
005A,081A,10,5,0.5814990997314453
005A,085A,10,5,0.4627206027507782
005A,095A,10,5,0.49434611201286316
005A,096A,10,10,0.34922903776168823
005A,097A,10,10,0.32026129961013794
005A,098A,10,5,0.23473942279815674
005A,102A,10,5,0.4688265323638916
005A,107A,10,5,0.348842591047287
005A,110A,10,5,0.5398423671722412
005A,114A,10,5,0.44177764654159546
005A,115A,10,6,0.3441263437271118
005A,126A,10,5,0.45068517327308655
005A,128A,10,5,0.19164587557315826
005A,130A,10,5,0.3926236033439636
005A,133A,10,5,0.2226872444152832
005A,136A,10,5,0.5218744277954102
005A,144A,10,6,0.5240421891212463
005A,146A,10,10,0.7681756615638733
005A,157A,10,5,0.38838401436805725
005A,160A,10,5,0.4957488179206848
005A,163A,10,5,0.2701084017753601
005A,167A,10,11,0.2519046366214752
006A,007A,18,10,0.18711453676223755
006A,008A,18,5,0.5053480863571167
006A,009A,18,7,0.5277643203735352
006A,010A,18,7,0.15262140333652496
006A,011A,18,8,0.41609087586402893
006A,012A,18,5,0.31072455644607544
006A,014A,18,5,0.1884373277425766
006A,015A,18,5,0.22582025825977325
006A,016A,18,7,0.1674596518278122
006A,018A,18,5,0.39134112000465393
006A,019A,18,5,0.48371633887290955
006A,020A,18,5,0.5436674356460571
006A,021A,18,10,0.500350832939148
006A,023A,18,7,0.6069353222846985
006A,025A,18,5,0.5467134118080139
006A,026A,18,5,0.45208463072776794
006A,027A,18,5,0.22162626683712006
006A,028A,18,5,0.37773218750953674
006A,031A,18,5,0.4644327163696289
006A,033A,18,5,0.511391282081604
006A,038A,18,10,0.5166645050048828
006A,040A,18,3,0.48810112476348877
006A,043A,18,7,0.4827306568622589
006A,044A,18,5,0.5263304710388184
006A,047A,18,5,0.1966383159160614
006A,048A,18,9,0.41488489508628845
006A,049A,18,5,0.46211740374565125
006A,051A,18,5,0.33212125301361084
006A,055A,18,5,0.18551765382289886
006A,056A,18,5,0.3799125552177429
006A,057A,18,7,0.09750985354185104
006A,059A,18,3,0.37747326493263245
006A,060A,18,10,0.4037322700023651
006A,062A,18,3,0.27702516317367554
006A,063A,18,5,0.38542768359184265
006A,067A,18,8,0.3745833933353424
006A,070A,18,5,0.1781802922487259
006A,072A,18,6,0.1292867809534073
006A,081A,18,5,0.502194344997406
006A,085A,18,5,0.38759246468544006
006A,095A,18,5,0.3784289062023163
006A,096A,18,10,0.167831152677536
006A,097A,18,10,0.33029839396476746
006A,098A,18,5,0.13904522359371185
006A,102A,18,5,0.28111159801483154
006A,107A,18,5,0.21260859072208405
006A,110A,18,5,0.46784210205078125
006A,114A,18,5,0.3052980303764343
006A,115A,18,6,0.35148757696151733
006A,126A,18,5,0.39187532663345337
006A,128A,18,5,0.14205896854400635
006A,130A,18,5,0.27229225635528564
006A,133A,18,5,0.1783187836408615
006A,136A,18,5,0.46109893918037415
006A,144A,18,6,0.5194133520126343
006A,146A,18,10,0.5311805009841919
006A,157A,18,5,0.2365095466375351
006A,160A,18,5,0.4982627034187317
006A,163A,18,5,0.24834559857845306
006A,167A,18,11,0.32138559222221375
007A,008A,10,5,0.20640400052070618
007A,009A,10,7,0.12457358837127686
007A,010A,10,7,0.18942026793956757
007A,011A,10,8,0.13958050310611725
007A,012A,10,5,0.34983688592910767
007A,014A,10,5,0.1771778017282486
007A,015A,10,5,0.3272087275981903
007A,016A,10,7,0.17856483161449432
007A,018A,10,5,0.3062828779220581
007A,019A,10,5,0.3217865824699402
007A,020A,10,5,0.39695125818252563
007A,021A,10,10,0.4534039795398712
007A,023A,10,7,0.23082022368907928
007A,025A,10,5,0.37294453382492065
007A,026A,10,5,0.2984427809715271
007A,027A,10,5,0.37494486570358276
007A,028A,10,5,0.5214664936065674
007A,031A,10,5,0.548527181148529
007A,033A,10,5,0.3865625560283661
007A,038A,10,10,0.5219582915306091
007A,040A,10,3,0.22564145922660828
007A,043A,10,7,0.14221370220184326
007A,044A,10,5,0.19304300844669342
007A,047A,10,5,0.1905856728553772
007A,048A,10,9,0.11326967924833298
007A,049A,10,5,0.3962680399417877
007A,051A,10,5,0.34196534752845764
007A,055A,10,5,0.44991183280944824
007A,056A,10,5,0.5656923651695251
007A,057A,10,7,0.1046353355050087
007A,059A,10,3,0.25668931007385254
007A,060A,10,10,0.6188741326332092
007A,062A,10,3,0.14296434819698334
007A,063A,10,5,0.5361484885215759
007A,067A,10,8,0.1118871346116066
007A,070A,10,5,0.23718465864658356
007A,072A,10,6,0.29749631881713867
007A,081A,10,5,0.4007568955421448
007A,085A,10,5,0.5524476766586304
007A,095A,10,5,0.37782618403434753
007A,096A,10,10,0.6973660588264465
007A,097A,10,10,0.4262726306915283
007A,098A,10,5,0.3018679916858673
007A,102A,10,5,0.06658881157636642
007A,107A,10,5,0.35916563868522644
007A,110A,10,5,0.157628133893013
007A,114A,10,5,0.22595694661140442
007A,115A,10,6,0.34869033098220825
007A,126A,10,5,0.4539375603199005
007A,128A,10,5,0.4451647698879242
007A,130A,10,5,0.21481183171272278
007A,133A,10,5,0.27094385027885437
007A,136A,10,5,0.46679091453552246
007A,144A,10,6,0.22710050642490387
007A,146A,10,10,0.3003162741661072
007A,157A,10,5,0.3346537947654724
007A,160A,10,5,0.2297074794769287
007A,163A,10,5,0.389585942029953
007A,167A,10,11,0.34906333684921265
008A,009A,5,7,0.5118350982666016
008A,010A,5,7,0.20377051830291748
008A,011A,5,8,0.4797881543636322
008A,012A,5,5,0.735170304775238
008A,014A,5,5,0.5524271726608276
008A,015A,5,5,0.4278629422187805
008A,016A,5,7,0.1283860057592392
008A,018A,5,5,0.6756182909011841
008A,019A,5,5,0.842093825340271
008A,020A,5,5,0.6665175557136536
008A,021A,5,10,0.5330585241317749
008A,023A,5,7,0.5731598138809204
008A,025A,5,5,0.8239108920097351
008A,026A,5,5,0.7085368633270264
008A,027A,5,5,0.5973663926124573
008A,028A,5,5,0.6201255917549133
008A,031A,5,5,0.572501003742218
008A,033A,5,5,0.683731734752655
008A,038A,5,10,0.4715726971626282
008A,040A,5,3,0.6093330979347229
008A,043A,5,7,0.5637320876121521
008A,044A,5,5,0.7970972061157227
008A,047A,5,5,0.5813791155815125
008A,048A,5,9,0.45689642429351807
008A,049A,5,5,0.5966587662696838
008A,051A,5,5,0.646721363067627
008A,055A,5,5,0.47074568271636963
008A,056A,5,5,0.6414985656738281
008A,057A,5,7,0.1956866830587387
008A,059A,5,3,0.5172998309135437
008A,060A,5,10,0.41252368688583374
008A,062A,5,3,0.4069940149784088
008A,063A,5,5,0.5893519520759583
008A,067A,5,8,0.37424513697624207
008A,070A,5,5,0.53822922706604
008A,072A,5,6,0.25691527128219604
008A,081A,5,5,0.7851338982582092
008A,085A,5,5,0.6348856687545776
008A,095A,5,5,0.6036508083343506
008A,096A,5,10,0.2187727838754654
008A,097A,5,10,0.4150952100753784
008A,098A,5,5,0.5085738897323608
008A,102A,5,5,0.642248809337616
008A,107A,5,5,0.5692337155342102
008A,110A,5,5,0.8045339584350586
008A,114A,5,5,0.5803512334823608
008A,115A,5,6,0.4286433756351471
008A,126A,5,5,0.626456618309021
008A,128A,5,5,0.43299832940101624
008A,130A,5,5,0.598872721195221
008A,133A,5,5,0.6053983569145203
008A,136A,5,5,0.7422083020210266
008A,144A,5,6,0.5052930116653442
008A,146A,5,10,0.5134097933769226
008A,157A,5,5,0.6164585947990417
008A,160A,5,5,0.8564009070396423
008A,163A,5,5,0.5349891781806946
008A,167A,5,11,0.3741137683391571
009A,010A,7,7,0.5187060832977295
009A,011A,7,8,0.5037620663642883
009A,012A,7,5,0.3750896453857422
009A,014A,7,5,0.24651186168193817
009A,015A,7,5,0.26763737201690674
009A,016A,7,7,0.2940210998058319
009A,018A,7,5,0.4498281180858612
009A,019A,7,5,0.4709397554397583
009A,020A,7,5,0.5334523916244507
009A,021A,7,10,0.5648913979530334
009A,023A,7,7,0.7322723269462585
009A,025A,7,5,0.5492327809333801
009A,026A,7,5,0.4358295798301697
009A,027A,7,5,0.2886430621147156
009A,028A,7,5,0.39312979578971863
009A,031A,7,5,0.49329689145088196
009A,033A,7,5,0.5322511792182922
009A,038A,7,10,0.5145814418792725
009A,040A,7,3,0.5673686265945435
009A,043A,7,7,0.8489446640014648
009A,044A,7,5,0.5986800193786621
009A,047A,7,5,0.29202166199684143
009A,048A,7,9,0.5147071480751038
009A,049A,7,5,0.5704024434089661
009A,051A,7,5,0.3585333824157715
009A,055A,7,5,0.2236657440662384
009A,056A,7,5,0.424198716878891
009A,057A,7,7,0.2055654078722
009A,059A,7,3,0.4327447712421417
009A,060A,7,10,0.4398600161075592
009A,062A,7,3,0.36289218068122864
009A,063A,7,5,0.48760363459587097
009A,067A,7,8,0.43234965205192566
009A,070A,7,5,0.16366030275821686
009A,072A,7,6,0.17633701860904694
009A,081A,7,5,0.526003897190094
009A,085A,7,5,0.4483572840690613
009A,095A,7,5,0.477792352437973
009A,096A,7,10,0.24422848224639893
009A,097A,7,10,0.24309825897216797
009A,098A,7,5,0.18431363999843597
009A,102A,7,5,0.4562235474586487
009A,107A,7,5,0.3128177523612976
009A,110A,7,5,0.5854037404060364
009A,114A,7,5,0.3737295866012573
009A,115A,7,6,0.33518049120903015
009A,126A,7,5,0.4045000374317169
009A,128A,7,5,0.12484622001647949
009A,130A,7,5,0.32782939076423645
009A,133A,7,5,0.21810206770896912
009A,136A,7,5,0.4933871328830719
009A,144A,7,6,0.5059216022491455
009A,146A,7,10,0.537147581577301
009A,157A,7,5,0.33737093210220337
009A,160A,7,5,0.48865625262260437
009A,163A,7,5,0.2224266529083252
009A,167A,7,11,0.25304797291755676
010A,011A,7,8,0.1793503612279892
010A,012A,7,5,0.22629313170909882
010A,014A,7,5,0.12171928584575653
010A,015A,7,5,0.22851888835430145
010A,016A,7,7,0.6155076026916504
010A,018A,7,5,0.22699014842510223
010A,019A,7,5,0.22502602636814117
010A,020A,7,5,0.20470812916755676
010A,021A,7,10,0.20209689438343048
010A,023A,7,7,0.3916453421115875
010A,025A,7,5,0.22692811489105225
010A,026A,7,5,0.2357395440340042
010A,027A,7,5,0.16959774494171143
010A,028A,7,5,0.21396861970424652
010A,031A,7,5,0.21841992437839508
010A,033A,7,5,0.22055499255657196
010A,038A,7,10,0.18773099780082703
010A,040A,7,3,0.2536289691925049
