005A_hub_1,005A_hub_2,7,7,0.9217251539230347,0.9213128089904785s,3,6
006A_hub_1,006A_hub_2,10,10,0.7157066464424133,0.6180934906005859s,5,9
007A_hub_1,007A_hub_2,5,5,0.9055514335632324,0.9417505264282227s,2,4
008A_hub_1,008A_hub_2,5,5,0.9101166725158691,0.5411479473114014s,2,4
009A_hub_1,009A_hub_2,10,10,0.7696900367736816,0.4976646900177002s,5,9
010A_hub_1,010A_hub_2,9,9,0.7291839122772217,0.48186659812927246s,4,8
011A_hub_1,011A_hub_2,5,11,0.3075740337371826,0.49979567527770996s,2,4
013A_hub_1,013A_hub_2,5,10,0.79598069190979,0.6483461856842041s,2,4
014A_hub_1,014A_hub_2,10,11,0.6713436245918274,0.5414221286773682s,5,9
016A_hub_1,016A_hub_2,5,5,0.872306764125824,0.44153523445129395s,2,4
017A_hub_1,017A_hub_2,10,11,0.6588903069496155,0.5090193748474121s,5,9
018A_hub_1,018A_hub_2,5,11,0.3380875587463379,0.48363161087036133s,2,4
019A_hub_1,019A_hub_2,5,18,0.5506052374839783,0.5205914974212646s,2,4
020A_hub_1,020A_hub_2,5,10,0.7422359585762024,0.4887683391571045s,2,4
021A_hub_1,021A_hub_2,7,7,0.8293320536613464,0.47260046005249023s,3,6
022A_hub_1,022A_hub_2,10,10,0.805274486541748,0.5190603733062744s,5,9
023A_hub_1,023A_hub_2,5,5,0.862013578414917,0.4886810779571533s,2,4
024A_hub_1,024A_hub_2,5,12,0.45830848813056946,0.5207803249359131s,2,4
026A_hub_1,026A_hub_2,5,5,0.8715907335281372,0.5233721733093262s,2,4
027A_hub_1,027A_hub_2,5,10,0.8047810196876526,0.5025806427001953s,2,4
028A_hub_1,028A_hub_2,5,11,0.5320457220077515,0.5133438110351562s,2,4
029A_hub_1,029A_hub_2,5,9,0.4147421717643738,0.5774843692779541s,2,4
030A_hub_1,030A_hub_2,20,20,0.6861597895622253,0.524968147277832s,10,19
031A_hub_1,031A_hub_2,10,10,0.6716740131378174,0.5900158882141113s,5,9
032A_hub_1,032A_hub_2,20,19,0.7546267509460449,0.48331594467163086s,9,18
034A_hub_1,034A_hub_2,5,5,0.8489400148391724,0.47455310821533203s,2,4
035A_hub_1,035A_hub_2,5,5,0.8896227478981018,0.5561091899871826s,2,4
036A_hub_1,036A_hub_2,5,18,0.5128107666969299,0.5167412757873535s,2,4
037A_hub_1,037A_hub_2,5,5,0.7372034788131714,0.5835621356964111s,2,4
039A_hub_1,039A_hub_2,5,5,0.7428606748580933,0.48785901069641113s,2,4
040A_hub_1,040A_hub_2,5,5,0.8945676684379578,0.47368288040161133s,2,4
044A_hub_1,044A_hub_2,9,9,0.797981858253479,0.474806547164917s,4,8
046A_hub_1,046A_hub_2,9,9,0.7262953519821167,0.4696943759918213s,4,8
048A_hub_1,048A_hub_2,5,5,0.6698829531669617,0.5154125690460205s,2,4
049A_hub_1,049A_hub_2,15,15,0.8636932969093323,0.47828102111816406s,7,14
050A_hub_1,050A_hub_2,5,5,0.8836987614631653,0.47401976585388184s,2,4
052A_hub_1,052A_hub_2,5,5,0.9017397165298462,0.530552864074707s,2,4
053A_hub_1,053A_hub_2,10,11,0.5378131866455078,0.5204839706420898s,5,9
055A_hub_1,055A_hub_2,5,5,0.8154016137123108,0.46521759033203125s,2,4
056A_hub_1,056A_hub_2,5,5,0.9005556702613831,0.48319578170776367s,2,4
057A_hub_1,057A_hub_2,5,5,0.955684244632721,0.4681568145751953s,2,4
058A_hub_1,058A_hub_2,5,5,0.8506389260292053,0.4619872570037842s,2,4
059A_hub_1,059A_hub_2,5,5,0.8313360810279846,0.4807255268096924s,2,4
060A_hub_1,060A_hub_2,5,5,0.8550909757614136,0.44266366958618164s,2,4
061A_hub_1,061A_hub_2,10,10,0.7674353122711182,0.488635778427124s,5,9
063A_hub_1,063A_hub_2,20,21,0.6788854002952576,0.5126063823699951s,10,19
064A_hub_1,064A_hub_2,5,5,0.8071334362030029,0.48435282707214355s,2,4
068A_hub_1,068A_hub_2,5,5,0.887924313545227,0.4805257320404053s,2,4
069A_hub_1,069A_hub_2,10,10,0.843773365020752,0.47342801094055176s,5,9
070A_hub_1,070A_hub_2,10,10,0.866431713104248,0.47446632385253906s,5,9
071A_hub_1,071A_hub_2,10,10,0.9049768447875977,0.45511698722839355s,5,9
072A_hub_1,072A_hub_2,5,5,0.6732972264289856,0.5226716995239258s,2,4
074A_hub_1,074A_hub_2,5,5,0.916367769241333,0.4718317985534668s,2,4
075A_hub_1,075A_hub_2,7,7,0.9167007803916931,0.47952842712402344s,3,6
076A_hub_1,076A_hub_2,5,11,0.38627392053604126,0.5419249534606934s,2,4
077A_hub_1,077A_hub_2,10,10,0.9296275973320007,0.48950815200805664s,5,9
078A_hub_1,078A_hub_2,5,5,0.9370241761207581,0.46652984619140625s,2,4
079A_hub_1,079A_hub_2,5,5,0.8448352813720703,0.4843418598175049s,2,4
080A_hub_1,080A_hub_2,15,15,0.7760804891586304,0.4704146385192871s,7,14
082A_hub_1,082A_hub_2,5,5,0.8150621652603149,0.4834139347076416s,2,4
085A_hub_1,085A_hub_2,5,5,0.8790565133094788,0.47367358207702637s,2,4
086A_hub_1,086A_hub_2,20,20,0.8031210899353027,0.4794602394104004s,10,19
087A_hub_1,087A_hub_2,5,5,0.9438393115997314,0.45060038566589355s,2,4
088A_hub_1,088A_hub_2,10,10,0.6894935965538025,0.5248851776123047s,5,9
090A_hub_1,090A_hub_2,5,18,0.5630767345428467,0.524388313293457s,2,4
092A_hub_1,092A_hub_2,7,7,0.8763937950134277,0.47397541999816895s,3,6
094A_hub_1,094A_hub_2,5,5,0.8088099956512451,0.44504499435424805s,2,4
095A_hub_1,095A_hub_2,5,5,0.9512655138969421,0.46627163887023926s,2,4
096A_hub_1,096A_hub_2,20,21,0.7090457677841187,0.48404741287231445s,10,19
098A_hub_1,098A_hub_2,20,20,0.9085723161697388,0.48621344566345215s,10,19
100A_hub_1,100A_hub_2,15,15,0.9067692756652832,0.4787111282348633s,7,14
101A_hub_1,101A_hub_2,9,9,0.8575169444084167,0.47117042541503906s,4,8
102A_hub_1,102A_hub_2,10,10,0.6977469325065613,0.4757359027862549s,5,9
103A_hub_1,103A_hub_2,9,9,0.8533281087875366,0.538205623626709s,4,8
104A_hub_1,104A_hub_2,5,5,0.6911471486091614,0.4796013832092285s,2,4
105A_hub_1,105A_hub_2,5,5,0.9009888768196106,0.4540865421295166s,2,4
106A_hub_1,106A_hub_2,5,5,0.8386589288711548,0.4763641357421875s,2,4
107A_hub_1,107A_hub_2,5,5,0.9047793745994568,0.4668600559234619s,2,4
108A_hub_1,108A_hub_2,20,20,0.9415634870529175,0.4797680377960205s,10,19
109A_hub_1,109A_hub_2,20,20,0.6356562376022339,0.5273783206939697s,10,19
110A_hub_1,110A_hub_2,5,5,0.8219491243362427,0.4751286506652832s,2,4
111A_hub_1,111A_hub_2,9,9,0.7434374094009399,0.4780452251434326s,4,8
112A_hub_1,112A_hub_2,10,10,0.8972378969192505,0.48415493965148926s,5,9
114A_hub_1,114A_hub_2,5,5,0.807259738445282,0.47183704376220703s,2,4
115A_hub_1,115A_hub_2,5,5,0.8485384583473206,0.45082759857177734s,2,4
116A_hub_1,116A_hub_2,5,5,0.9101743698120117,0.47156214714050293s,2,4
117A_hub_1,117A_hub_2,10,10,0.8080853819847107,0.4702589511871338s,5,9
118A_hub_1,118A_hub_2,10,10,0.7763766050338745,0.4802570343017578s,5,9
119A_hub_1,119A_hub_2,5,5,0.7947056889533997,0.47336339950561523s,2,4
120A_hub_1,120A_hub_2,20,20,0.9406510591506958,0.48050665855407715s,10,19
121A_hub_1,121A_hub_2,5,5,0.6999157667160034,0.4873800277709961s,2,4
002A_hub_1,003A_hub_1,5,5,0.25201278924942017,1.0624754428863525s,2,4
002A_hub_1,004A_hub_1,5,5,0.23037093877792358,0.568678617477417s,2,4
002A_hub_1,006A_hub_1,5,10,0.2711096704006195,0.5743973255157471s,2,4
002A_hub_1,010A_hub_1,5,9,0.16463856399059296,0.5256097316741943s,2,4
002A_hub_1,012A_hub_1,5,7,0.11525080353021622,0.5465686321258545s,2,4
002A_hub_1,024A_hub_2,5,12,0.19052547216415405,0.5427427291870117s,2,4
002A_hub_1,025A_hub_1,5,5,0.17932941019535065,0.5066592693328857s,2,4
002A_hub_1,030A_hub_1,5,20,0.12619253993034363,0.5504238605499268s,2,4
002A_hub_1,038A_hub_1,5,11,0.14266781508922577,0.534106969833374s,2,4
002A_hub_1,039A_hub_1,5,5,0.23301461338996887,0.5453033447265625s,2,4
002A_hub_1,043A_hub_1,5,5,0.313798189163208,0.5426023006439209s,2,4
002A_hub_1,045A_hub_1,5,5,0.2782682478427887,0.5356943607330322s,2,4
002A_hub_1,049A_hub_1,5,15,0.16828344762325287,0.5262863636016846s,2,4
002A_hub_1,054A_hub_1,5,6,0.07313480973243713,0.5412795543670654s,2,4
002A_hub_1,064A_hub_1,5,5,0.1864287555217743,0.5248606204986572s,2,4
002A_hub_1,066A_hub_1,5,5,0.5658398270606995,0.5246047973632812s,2,4
002A_hub_1,069A_hub_1,5,10,0.18011371791362762,0.5219976902008057s,2,4
002A_hub_1,091A_hub_1,5,5,0.2805999219417572,0.5164718627929688s,2,4
003A_hub_1,004A_hub_1,5,5,0.643730103969574,0.5213418006896973s,2,4
003A_hub_1,006A_hub_1,5,10,0.5644677877426147,0.5190823078155518s,2,4
003A_hub_1,010A_hub_1,5,9,0.48736777901649475,0.5228984355926514s,2,4
003A_hub_1,012A_hub_1,5,7,0.4245413839817047,0.5201094150543213s,2,4
003A_hub_1,024A_hub_2,5,12,0.4302885830402374,0.6100947856903076s,2,4
003A_hub_1,025A_hub_1,5,5,0.6283290386199951,0.622469425201416s,2,4
003A_hub_1,030A_hub_1,5,20,0.2685379683971405,6.392651557922363s,2,4
003A_hub_1,038A_hub_1,5,10,0.5384085774421692,6.890683650970459s,2,4
003A_hub_1,039A_hub_1,5,5,0.517547607421875,0.5303337574005127s,2,4
003A_hub_1,043A_hub_1,5,5,0.7665346264839172,0.5592126846313477s,2,4
003A_hub_1,045A_hub_1,5,5,0.5498552322387695,0.618354082107544s,2,4
003A_hub_1,049A_hub_1,5,15,0.43545636534690857,0.5394442081451416s,2,4
003A_hub_1,054A_hub_1,5,6,0.4810188114643097,0.6011548042297363s,2,4
003A_hub_1,064A_hub_1,5,5,0.493603378534317,0.5054900646209717s,2,4
003A_hub_1,066A_hub_1,5,5,0.2772218585014343,0.6767938137054443s,2,4
003A_hub_1,069A_hub_1,5,10,0.670243501663208,0.5353684425354004s,2,4
003A_hub_1,091A_hub_1,5,5,0.7324953079223633,0.4895615577697754s,2,4
004A_hub_1,006A_hub_1,5,10,0.6202597618103027,0.5539257526397705s,2,4
004A_hub_1,010A_hub_1,5,9,0.49317723512649536,0.5019114017486572s,2,4
004A_hub_1,012A_hub_1,5,7,0.446041464805603,0.6690809726715088s,2,4
004A_hub_1,024A_hub_2,5,12,0.48155027627944946,0.5175824165344238s,2,4
004A_hub_1,025A_hub_1,5,5,0.6123865842819214,0.6167178153991699s,2,4
004A_hub_1,030A_hub_1,5,20,0.2685633599758148,0.5442800521850586s,2,4
004A_hub_1,038A_hub_1,5,11,0.4575614929199219,0.5369670391082764s,2,4
004A_hub_1,039A_hub_1,5,5,0.4393903911113739,0.5718920230865479s,2,4
004A_hub_1,043A_hub_1,5,5,0.5571552515029907,0.5673396587371826s,2,4
004A_hub_1,045A_hub_1,5,5,0.5383874177932739,0.5941576957702637s,2,4
004A_hub_1,049A_hub_1,5,15,0.39243045449256897,0.6333150863647461s,2,4
004A_hub_1,054A_hub_1,5,6,0.47996824979782104,0.5247392654418945s,2,4
004A_hub_1,064A_hub_1,5,5,0.4926290810108185,0.5613553524017334s,2,4
004A_hub_1,066A_hub_1,5,5,0.21413695812225342,0.5317926406860352s,2,4
004A_hub_1,069A_hub_1,5,10,0.6871084570884705,5.986114025115967s,2,4
004A_hub_1,091A_hub_1,5,5,0.7353336215019226,6.77829384803772s,2,4
006A_hub_1,010A_hub_1,10,9,0.5487635731697083,1.3346076011657715s,4,8
006A_hub_1,012A_hub_1,10,7,0.43028420209884644,0.7041521072387695s,3,6
006A_hub_1,024A_hub_2,10,12,0.5997985601425171,0.6113169193267822s,5,9
006A_hub_1,025A_hub_1,10,5,0.6722299456596375,0.5412607192993164s,2,4
006A_hub_1,030A_hub_1,10,20,0.49388185143470764,0.5709447860717773s,5,9
006A_hub_1,038A_hub_1,10,11,0.5480782985687256,0.5213124752044678s,5,9
006A_hub_1,039A_hub_1,10,5,0.4114539921283722,0.491225004196167s,2,4
006A_hub_1,043A_hub_1,10,5,0.4983268082141876,0.52895188331604s,2,4
006A_hub_1,045A_hub_1,10,5,0.6087517738342285,0.5176172256469727s,2,4
006A_hub_1,049A_hub_1,10,15,0.48042571544647217,0.5437819957733154s,5,9
006A_hub_1,054A_hub_1,10,6,0.49145734310150146,0.5271837711334229s,3,5
006A_hub_1,064A_hub_1,10,5,0.4274207651615143,0.5112736225128174s,2,4
006A_hub_1,066A_hub_1,10,5,0.2851000428199768,0.5426084995269775s,2,4
006A_hub_1,069A_hub_1,10,10,0.7199303507804871,0.5279507637023926s,5,9
006A_hub_1,091A_hub_1,10,5,0.6994842886924744,0.5226907730102539s,2,4
010A_hub_1,012A_hub_1,9,7,0.5308094024658203,0.5556395053863525s,3,6
010A_hub_1,024A_hub_2,9,12,0.6352792978286743,0.5250852108001709s,4,8
010A_hub_1,025A_hub_1,9,5,0.458071768283844,0.522782564163208s,2,4
010A_hub_1,030A_hub_1,9,20,0.4065289795398712,0.5057036876678467s,4,8
010A_hub_1,038A_hub_1,9,11,0.5174451470375061,0.6042525768280029s,4,8
010A_hub_1,039A_hub_1,9,5,0.4207024872303009,0.5067217350006104s,2,4
010A_hub_1,043A_hub_1,9,5,0.4631325602531433,0.5160210132598877s,2,4
010A_hub_1,045A_hub_1,9,5,0.21910633146762848,0.5193271636962891s,2,4
010A_hub_1,049A_hub_1,9,15,0.4451744556427002,0.5201125144958496s,4,8
010A_hub_1,054A_hub_1,9,6,0.5701603889465332,0.5315172672271729s,3,5
010A_hub_1,064A_hub_1,9,5,0.34643030166625977,0.5303997993469238s,2,4
010A_hub_1,066A_hub_1,9,5,0.11744685471057892,0.5426290035247803s,2,4
010A_hub_1,069A_hub_1,9,10,0.6495220065116882,0.5583186149597168s,4,8
010A_hub_1,091A_hub_1,9,5,0.4805680513381958,0.5378990173339844s,2,4
012A_hub_1,024A_hub_2,7,12,0.5567339658737183,0.5274889469146729s,3,6
012A_hub_1,025A_hub_1,7,5,0.43150007724761963,0.5209193229675293s,2,4
012A_hub_1,030A_hub_1,7,20,0.31260594725608826,0.5195362567901611s,3,6
012A_hub_1,038A_hub_1,7,11,0.356164813041687,0.5129141807556152s,3,6
012A_hub_1,039A_hub_1,7,5,0.4099689722061157,0.5319116115570068s,2,4
012A_hub_1,043A_hub_1,7,5,0.4096599519252777,0.5428764820098877s,2,4
012A_hub_1,045A_hub_1,7,5,0.19836711883544922,0.500375509262085s,2,4
012A_hub_1,049A_hub_1,7,15,0.4093962013721466,0.4972054958343506s,3,6
012A_hub_1,054A_hub_1,7,6,0.5675952434539795,0.5099239349365234s,3,5
012A_hub_1,064A_hub_1,7,5,0.2924267053604126,0.49547576904296875s,2,4
012A_hub_1,066A_hub_1,7,5,0.0968593880534172,0.499509334564209s,2,4
012A_hub_1,069A_hub_1,7,10,0.6239478588104248,0.5132112503051758s,3,6
012A_hub_1,091A_hub_1,7,5,0.4283580183982849,0.5071909427642822s,2,4
024A_hub_2,025A_hub_1,12,5,0.4167090952396393,0.5000677108764648s,2,4
024A_hub_2,030A_hub_1,12,20,0.4150036573410034,0.4952080249786377s,6,11
024A_hub_2,038A_hub_1,12,10,0.6233940720558167,0.5851850509643555s,5,9
024A_hub_2,039A_hub_1,12,5,0.2570190131664276,0.4943225383758545s,2,4
024A_hub_2,043A_hub_1,12,5,0.4497278034687042,0.5021300315856934s,2,4
024A_hub_2,045A_hub_1,12,5,0.23943570256233215,0.46246337890625s,2,4
024A_hub_2,049A_hub_1,12,15,0.4956107437610626,0.49823474884033203s,6,11
024A_hub_2,054A_hub_1,12,6,0.5247628092765808,0.47237181663513184s,3,5
024A_hub_2,064A_hub_1,12,5,0.29782834649086,0.49941039085388184s,2,4
024A_hub_2,066A_hub_1,12,5,0.14699935913085938,0.509451150894165s,2,4
024A_hub_2,069A_hub_1,12,10,0.7644056081771851,0.46396446228027344s,5,9
024A_hub_2,091A_hub_1,12,5,0.4534500241279602,0.5032668113708496s,2,4
025A_hub_1,030A_hub_1,5,20,0.4301701784133911,0.5125060081481934s,2,4
025A_hub_1,038A_hub_1,5,10,0.5313612222671509,0.49396395683288574s,2,4
025A_hub_1,039A_hub_1,5,5,0.43489500880241394,0.494260311126709s,2,4
025A_hub_1,043A_hub_1,5,5,0.5363379120826721,0.4963855743408203s,2,4
025A_hub_1,045A_hub_1,5,5,0.4422222971916199,0.4859340190887451s,2,4
025A_hub_1,049A_hub_1,5,15,0.4674091339111328,0.4979231357574463s,2,4
025A_hub_1,054A_hub_1,5,6,0.5120095014572144,0.4906003475189209s,2,4
025A_hub_1,064A_hub_1,5,5,0.48374807834625244,0.49509501457214355s,2,4
025A_hub_1,066A_hub_1,5,5,0.15079477429389954,0.50577712059021s,2,4
025A_hub_1,069A_hub_1,5,10,0.6080062985420227,0.49389076232910156s,2,4
025A_hub_1,091A_hub_1,5,5,0.575776994228363,0.4918229579925537s,2,4
030A_hub_1,038A_hub_1,20,11,0.31389108300209045,0.49841952323913574s,5,10
030A_hub_1,039A_hub_1,20,5,0.2678743004798889,0.4953606128692627s,2,4
030A_hub_1,043A_hub_1,20,5,0.27473676204681396,0.5105280876159668s,2,4
030A_hub_1,045A_hub_1,20,5,0.22416242957115173,0.4988565444946289s,2,4
030A_hub_1,049A_hub_1,20,15,0.508027195930481,0.5918457508087158s,7,14
030A_hub_1,054A_hub_1,20,6,0.3307650089263916,0.49608826637268066s,3,5
030A_hub_1,064A_hub_1,20,5,0.20208872854709625,0.506108283996582s,2,4
030A_hub_1,066A_hub_1,20,5,0.121635302901268,0.4884829521179199s,2,4
030A_hub_1,069A_hub_1,20,10,0.512929379940033,0.4933807849884033s,5,9
030A_hub_1,091A_hub_1,20,5,0.24876266717910767,0.4923512935638428s,2,4
038A_hub_1,039A_hub_1,11,5,0.25972720980644226,0.499497652053833s,2,4
038A_hub_1,043A_hub_1,11,5,0.39243775606155396,0.49747300148010254s,2,4
038A_hub_1,045A_hub_1,10,5,0.6252558827400208,0.5006265640258789s,2,4
038A_hub_1,049A_hub_1,11,15,0.31312423944473267,0.4949817657470703s,5,10
038A_hub_1,054A_hub_1,10,6,0.3988396227359772,0.4980006217956543s,3,5
038A_hub_1,064A_hub_1,11,5,0.519935131072998,0.5833301544189453s,2,4
038A_hub_1,066A_hub_1,11,5,0.1317204385995865,0.5202276706695557s,2,4
038A_hub_1,069A_hub_1,11,10,0.5969133377075195,0.5918893814086914s,5,9
038A_hub_1,091A_hub_1,11,5,0.4163653552532196,0.4939584732055664s,2,4
039A_hub_1,043A_hub_1,5,5,0.48329493403434753,0.5716190338134766s,2,4
039A_hub_1,045A_hub_1,5,5,0.21618157625198364,0.5300190448760986s,2,4
039A_hub_1,049A_hub_1,5,15,0.4017227590084076,0.5806047916412354s,2,4
039A_hub_1,054A_hub_1,5,6,0.42278966307640076,0.5020947456359863s,2,4
039A_hub_1,064A_hub_1,5,5,0.4893415868282318,0.5358102321624756s,2,4
039A_hub_1,066A_hub_1,5,5,0.19487056136131287,0.5505321025848389s,2,4
039A_hub_1,069A_hub_1,5,10,0.5097452402114868,0.5077524185180664s,2,4
039A_hub_1,091A_hub_1,5,5,0.4317372739315033,0.49474644660949707s,2,4
043A_hub_1,045A_hub_1,5,5,0.5409802198410034,0.5018675327301025s,2,4
043A_hub_1,049A_hub_1,5,15,0.35869941115379333,0.48764538764953613s,2,4
043A_hub_1,054A_hub_1,5,6,0.4261762797832489,0.5965940952301025s,2,4
043A_hub_1,064A_hub_1,5,5,0.4605732858181,0.5053410530090332s,2,4
043A_hub_1,066A_hub_1,5,5,0.3738273084163666,0.4933745861053467s,2,4
043A_hub_1,069A_hub_1,5,10,0.5504536032676697,0.5077826976776123s,2,4
043A_hub_1,091A_hub_1,5,5,0.6698457598686218,0.4987969398498535s,2,4
045A_hub_1,049A_hub_1,5,15,0.26098230481147766,0.49728822708129883s,2,4
045A_hub_1,054A_hub_1,5,6,0.2209833711385727,0.44547533988952637s,2,4
045A_hub_1,064A_hub_1,5,5,0.4723558723926544,0.5003888607025146s,2,4
045A_hub_1,066A_hub_1,5,5,0.31387555599212646,0.5039534568786621s,2,4
045A_hub_1,069A_hub_1,5,10,0.38926759362220764,0.5106587409973145s,2,4
045A_hub_1,091A_hub_1,5,5,0.553167462348938,0.5000643730163574s,2,4
049A_hub_1,054A_hub_1,15,6,0.42477959394454956,0.4996170997619629s,3,5
049A_hub_1,064A_hub_1,15,5,0.37117087841033936,0.49974942207336426s,2,4
049A_hub_1,066A_hub_1,15,5,0.0765414759516716,0.4991946220397949s,2,4
049A_hub_1,069A_hub_1,15,10,0.5368326306343079,0.49766993522644043s,5,9
049A_hub_1,091A_hub_1,15,5,0.3493300974369049,0.498889684677124s,2,4
054A_hub_1,064A_hub_1,6,5,0.37789127230644226,0.5174252986907959s,2,4
054A_hub_1,066A_hub_1,6,5,0.022481676191091537,0.49138975143432617s,2,4
054A_hub_1,069A_hub_1,6,10,0.6242213249206543,0.503986120223999s,3,5
054A_hub_1,091A_hub_1,6,5,0.4455515742301941,0.4957315921783447s,2,4
